Location Latitude,Location Longitude,value
52.967777,-2.073512,8.0
52.818645,-2.13203,29.0
52.965835,-2.058306,6.0
52.984304,-2.15299,8.0
52.989657,-2.126641,21.0
53.013799,-2.136952,16.0
52.905367,-1.875336,30.0
53.094508,-2.179827,42.0
53.051715,-2.183737,1.0
53.03272,-2.221382,6.0
52.941794,-2.189325,12.0
52.970786,-2.077924,9.0
53.054726,-2.302268,35.0
53.100996,-2.031682,35.0
53.085946,-2.242871,55.0
53.018642,-2.216614,73.0
52.906779,-2.14772,5.0
52.906779,-2.14772,6.0
52.907836,-2.150549,6.0
52.907044,-2.151141,5.0
52.906392,-2.146007,5.0
52.906392,-2.146007,5.0
52.887305,-1.89123,59.0
52.887305,-1.89123,21.0
53.113477,-2.173064,55.0
52.904051,-2.150967,59.0
53.078323,-2.111033,21.0
52.911632,-2.070472,51.0
52.967497,-2.176902,155.0
52.997111,-2.162034,55.0
52.974861,-1.965857,40.0
52.986146,-1.992881,65.0
52.979777,-2.10944,40.0
53.016902,-2.182605,44.0
53.014744,-2.182475,25.0
53.020492,-2.173898,16.0
52.997649,-2.193206,8.0
53.018521,-2.176261,6.0
53.018006,-2.177884,5.0
52.957362,-2.113566,4.0
53.019447,-2.176027,6.0
53.017524,-2.175825,6.0
53.017766,-2.176348,21.0
53.023701,-2.12443,12.0
53.005916,-2.120117,8.0
53.106204,-2.014179,4.0
53.021044,-2.225482,6.0
53.037479,-2.242509,6.0
53.058896,-2.190392,8.0
53.031564,-2.135323,6.0
53.014514,-2.148431,6.0
53.05867,-2.191525,6.0
52.995188,-2.222412,5.0
53.112354,-2.178318,4.0
53.000913,-2.161944,6.0
52.98691,-2.221967,4.0
52.896872,-1.86675,35.0
52.793643,-2.119263,25.0
53.062302,-2.244559,7.0
52.972955,-2.107055,13.0
52.980226,-2.135982,30.0
52.964694,-2.192627,9.0
52.987407,-2.158527,3.0
52.977039,-2.139754,14.0
53.008244,-2.215609,12.0
52.989373,-2.16068,9.0
53.097839,-2.268327,56.0
53.047323,-2.140847,24.0
53.030208,-2.055457,22.0
53.041323,-2.195863,16.0
53.038417,-2.217609,6.0
53.08959,-2.186616,29.0
52.961141,-2.040675,6.0
52.965634,-2.1788,46.0
53.020439,-2.236436,13.0
53.105495,-2.012043,10.0
52.977524,-2.139577,12.0
53.035734,-2.247152,36.0
53.005342,-2.219811,25.0
52.940009,-2.176596,58.0
52.30106,-0.684959,22.0
52.383315,-0.582164,10.0
52.329227,-0.618674,32.0
52.367421,-0.547025,14.0
52.396693,-0.740188,28.0
52.243924,-0.860666,54.0
NaN,NaN,66.0
52.264412,-0.865387,59.0
52.28195,-0.920468,88.0
52.236378,-0.877334,1.0
52.393411,-0.529344,67.0
52.467515,-0.718884,51.0
52.193907,-0.883159,31.0
52.407375,-0.719361,4.0
52.236331,-0.888802,78.0
52.234904,-0.879509,65.0
52.032765,-1.153242,3.0
52.029692,-1.143505,3.0
52.027756,-1.136954,3.0
52.242993,-0.876142,3.0
52.295286,-0.713402,60.0
52.311785,-0.686534,8.0
52.281824,-0.637783,4.0
52.245254,-0.923834,6.0
52.250088,-1.173413,6.0
52.252442,-0.822915,5.0
52.251937,-0.884735,5.0
52.289583,-0.849995,6.0
52.29808,-0.601238,2.0
52.397834,-0.725017,4.0
52.147197,-0.862157,22.0
52.212418,-0.905088,6.0
52.250856,-0.845928,3.0
52.250601,-0.847414,5.0
52.263517,-0.573665,6.0
52.305615,-0.691938,6.0
52.253525,-0.887288,38.0
52.245221,-0.872116,102.0
52.308078,-0.592622,45.0
52.282475,-0.855016,60.0
52.4953,-0.686302,59.0
52.329227,-0.618674,20.0
52.147197,-0.862157,18.0
52.300167,-0.698507,64.0
52.206424,-0.734978,10.0
52.442944,-0.826129,65.0
52.344743,-0.539225,10.0
52.388563,-0.728972,5.0
52.151084,-1.013756,47.0
52.384839,-0.783474,6.0
52.497651,-0.636618,5.0
52.395444,-0.737695,115.0
52.286969,-0.591971,12.0
52.342919,-0.535703,26.0
52.244972,-0.870614,5.0
52.246658,-1.175337,88.0
52.435348,-0.829832,5.0
52.252442,-0.822915,4.0
52.378051,-0.696645,5.0
52.326852,-0.904482,40.0
52.262913,-0.868224,23.0
52.274995,-0.921824,7.0
52.262109,-0.865929,5.0
52.397661,-0.533245,4.0
52.036744,-1.156432,60.0
52.339437,-0.598832,4.0
52.249716,-0.927095,50.0
52.250601,-0.847414,5.0
52.402796,-0.774204,13.0
52.506286,-0.705086,65.0
52.237487,-0.882695,106.0
52.30106,-0.684959,66.0
52.444236,-0.822418,33.0
52.262109,-0.865929,6.0
52.250055,-0.864303,29.0
52.24625,-0.882373,5.0
52.410347,-0.725641,38.0
52.301738,-0.682079,28.0
52.300905,-0.698146,28.0
52.042911,-1.15254,35.0
52.306627,-0.693199,15.0
52.254158,-1.164137,24.0
52.397527,-0.551578,30.0
52.178893,-1.295695,5.0
52.499223,-0.6914,84.0
52.410709,-0.720058,6.0
52.404935,-0.726488,19.0
52.249505,-0.940635,41.0
52.36539,-0.686737,28.0
52.268905,-0.756856,23.0
52.30579,-0.707011,5.0
52.23984,-0.913918,14.0
52.29792,-0.599102,30.0
52.315968,-0.714519,5.0
52.245254,-0.923834,61.0
52.242993,-0.876142,2.0
52.26828,-0.871033,3.0
52.279773,-1.171981,83.0
52.130295,-0.991703,53.0
52.284413,-0.643582,53.0
52.038054,-1.13964,66.0
51.380337,1.439313,70.0
51.384807,1.400608,24.0
51.246269,1.307861,22.0
51.187764,1.404365,19.0
51.267331,1.125029,34.0
51.186546,1.143918,8.0
51.20295,1.395648,3.0
51.366847,1.132493,19.0
51.361239,1.388815,78.0
51.132175,1.308104,3.0
51.380027,1.331905,65.0
51.13194,1.294134,36.0
51.207082,1.150887,20.0
51.207082,1.150887,8.0
51.121822,1.088979,18.0
51.364478,1.040317,7.0
51.13089,1.31257,17.0
51.267462,1.085679,31.0
51.380875,1.388213,21.0
51.391348,1.399915,40.0
51.380522,1.345137,52.0
51.147494,1.277177,40.0
51.362235,1.040413,5.0
51.264637,1.053132,64.0
51.340885,1.012662,101.0
51.145523,1.272404,75.0
51.151278,1.271853,27.0
51.072444,1.106623,31.0
51.313917,1.154273,60.0
51.285744,1.127025,9.0
51.128548,1.317119,21.0
51.376048,1.37689,31.0
51.159165,1.28915,2.0
51.071142,1.090484,25.0
51.189693,1.233493,20.0
51.189693,1.233493,27.0
51.109762,1.161379,146.0
51.287582,1.069644,4.0
51.337177,1.412359,31.0
51.074529,1.153037,21.0
51.08001,1.164577,22.0
51.207931,1.399466,28.0
51.151278,1.271853,44.0
51.351525,1.022624,50.0
51.386214,1.399217,18.0
51.077278,1.168314,34.0
51.079181,1.173427,44.0
51.391096,1.39926,62.0
51.38531,1.39629,17.0
51.164565,1.290705,30.0
51.270691,1.088965,34.0
51.072522,1.092717,5.0
51.090974,1.145928,5.0
51.129001,1.316065,9.0
51.338156,1.417041,42.0
51.359331,1.424107,25.0
51.382099,1.336541,12.0
51.372014,1.13536,37.0
51.370961,1.135533,29.0
51.081659,1.157988,5.0
51.072522,1.092717,4.0
51.272686,1.166862,65.0
51.144422,1.278632,44.0
51.377168,1.377375,38.0
51.269589,1.067613,31.0
51.082422,1.159726,7.0
51.388044,1.391964,88.0
51.124278,1.161268,4.0
51.159835,1.293516,1.0
51.080155,1.175825,8.0
51.085851,1.167929,5.0
51.076175,1.144878,22.0
51.085554,1.168594,12.0
51.274394,1.10265,10.0
51.282178,1.061696,31.0
51.081338,1.164193,110.0
51.36813,1.104718,19.0
51.200446,1.392658,19.0
51.27561,1.214861,30.0
51.340877,1.022413,65.0
51.073478,1.089554,20.0
51.377306,1.305391,23.0
51.371438,1.118321,43.0
51.079251,1.076988,15.0
51.085851,1.167929,6.0
51.384037,1.358101,21.0
51.371825,1.122242,60.0
51.363279,1.033801,36.0
51.221697,1.394708,55.0
51.277567,1.097127,60.0
51.307411,1.142676,19.0
51.331125,1.403035,41.0
51.35756,1.12222,66.0
51.378415,1.41284,1.0
51.321465,1.19398,17.0
51.244005,0.972776,9.0
51.076088,1.077206,10.0
51.378144,1.306932,10.0
51.278683,1.117753,30.0
51.213266,1.293779,39.0
53.067404,-2.150016,36.0
53.076308,-2.130867,37.0
53.016163,-2.260649,27.0
52.899269,-1.91253,30.0
53.021785,-2.223756,40.0
53.012984,-2.203708,66.0
53.102563,-2.022468,54.0
52.9555,-1.859054,10.0
53.107858,-2.016433,66.0
52.893967,-2.147214,66.0
52.803078,-2.123027,6.0
52.980287,-2.129265,7.0
52.985259,-2.101366,4.0
53.049431,-2.153057,41.0
53.07869,-2.235486,3.0
53.074436,-2.218104,45.0
52.817435,-2.122088,59.0
53.025521,-2.165167,1.0
53.043932,-2.251704,45.0
53.012857,-2.238152,76.0
52.968901,-2.073975,22.0
53.034583,-2.189122,62.0
52.864761,-2.232973,8.0
52.822227,-2.008402,65.0
52.801742,-2.110653,46.0
53.026286,-2.088834,35.0
53.001565,-2.205547,44.0
52.90115,-1.883004,28.0
53.058903,-2.19736,12.0
52.980235,-2.194246,33.0
53.068045,-2.258187,4.0
53.022715,-2.138501,51.0
53.002245,-2.122311,135.0
53.090036,-2.298798,20.0
53.028564,-2.22321,5.0
53.093087,-2.237491,64.0
52.69438,-2.232741,36.0
53.08376,-2.261282,2.0
53.110167,-2.02649,70.0
53.057655,-2.25708,23.0
52.883341,-1.849735,37.0
52.826453,-2.12949,70.0
53.035032,-2.158568,4.0
52.989334,-2.106291,54.0
53.014739,-2.213047,22.0
53.030128,-2.223218,21.0
52.999585,-2.16714,8.0
53.106969,-2.167078,48.0
52.951906,-1.981726,15.0
53.042548,-2.214885,52.0
52.981899,-2.126753,11.0
53.021531,-2.10874,60.0
52.780214,-2.259355,21.0
52.797966,-2.101315,8.0
52.815515,-2.164161,7.0
53.063416,-2.226479,9.0
53.039208,-2.21718,38.0
53.001516,-2.083642,9.0
52.898149,-2.147914,67.0
53.076204,-2.224292,46.0
52.976983,-2.134095,34.0
53.095019,-2.307554,39.0
53.015207,-2.185877,7.0
53.017524,-2.175825,28.0
52.809802,-2.093687,6.0
53.011343,-2.231154,74.0
52.961845,-2.175911,95.0
52.961769,-1.833653,74.0
53.068045,-2.258187,3.0
53.014831,-2.184713,6.0
52.974717,-2.198569,61.0
53.1043,-2.320286,4.0
53.016548,-2.206736,29.0
52.980287,-2.129265,13.0
52.980287,-2.129265,13.0
52.981098,-2.136089,8.0
52.78547,-2.042081,71.0
52.970786,-2.077924,5.0
53.029472,-2.217862,39.0
53.085783,-2.137464,6.0
53.070721,-2.033824,84.0
52.978742,-2.143795,5.0
52.818196,-2.027394,15.0
52.918756,-2.137678,49.0
53.06955,-2.195125,80.0
52.81899,-2.131159,49.0
52.9421,-2.16598,49.0
53.063343,-2.212795,4.0
52.891609,-1.87921,7.0
53.059525,-2.178861,50.0
52.899269,-1.91253,30.0
53.097174,-2.290544,70.0
53.004614,-2.20957,55.0
52.974955,-2.12149,6.0
51.93127,1.228314,37.0
51.937374,0.640859,2.0
51.904059,1.189239,5.0
51.802712,1.148549,5.0
51.937374,0.640859,2.0
51.972444,0.86667,54.0
51.84243,1.124299,4.0
51.847192,1.197865,9.0
51.875077,0.860758,12.0
51.903004,0.945566,34.0
52.03629,0.730401,34.0
51.845974,0.810877,20.0
51.879739,0.780391,13.0
51.974774,0.593956,39.0
51.792448,1.150952,17.0
51.786607,1.149413,38.0
51.827691,1.242423,8.0
51.791005,1.15146,5.0
51.874727,0.86479,10.0
51.871054,0.904903,7.0
51.885921,0.931688,8.0
52.094404,0.834391,34.0
51.840279,0.896096,26.0
51.937395,1.065069,60.0
51.945541,1.065188,6.0
51.876576,0.869368,6.0
51.905893,1.192902,10.0
51.930133,0.880379,8.0
51.882723,0.807095,27.0
51.862935,0.874063,5.0
51.935594,1.281255,47.0
51.787512,1.150987,27.0
51.787512,1.150987,5.0
51.909181,0.917106,21.0
51.89687,0.938144,9.0
51.856751,1.280028,9.0
51.852911,0.990727,5.0
51.892604,0.92189,32.0
51.832531,0.696685,39.0
51.898453,1.018423,29.0
51.788566,1.154191,20.0
51.81376,0.88463,23.0
51.845553,1.249618,28.0
52.042956,0.735387,55.0
51.834512,1.138588,22.0
51.791572,1.161812,24.0
51.841945,1.247064,22.0
51.788344,1.145358,20.0
51.811896,0.764981,8.0
51.916981,0.919198,7.0
51.793412,1.16461,13.0
51.9297,1.237687,5.0
51.888341,0.874464,23.0
51.913916,0.898043,4.0
51.913916,0.898043,4.0
51.879396,0.922457,8.0
51.931064,0.692728,38.0
51.933908,1.268938,44.0
51.792492,1.165735,44.0
51.870208,0.966842,2.0
51.866792,0.955736,3.0
51.796568,1.174651,16.0
51.8972,0.899728,7.0
51.890152,0.894492,40.0
51.886867,0.877727,33.0
51.785506,1.145189,55.0
51.791434,1.151229,9.0
51.804968,1.200864,41.0
51.935609,0.808771,16.0
51.787512,1.150987,18.0
51.913614,0.92945,5.0
51.928573,0.718806,36.0
51.784603,1.1461,18.0
51.890804,0.923052,123.0
51.883269,0.837402,8.0
51.917842,0.931719,8.0
52.032746,0.743614,48.0
52.032746,0.743614,44.0
51.777206,0.931621,5.0
51.889445,0.908197,20.0
51.821343,1.016834,17.0
51.925074,1.098879,10.0
51.868373,0.797484,37.0
51.868373,0.797484,16.0
51.810347,1.02849,10.0
51.908732,0.708767,25.0
51.816518,1.022867,6.0
51.840997,1.073034,30.0
51.886643,0.844067,141.0
51.94275,0.626375,62.0
51.859564,1.281235,57.0
51.839996,1.027591,26.0
51.775,0.932464,8.0
51.796907,1.17044,50.0
51.906301,0.894979,48.0
51.7977,1.147953,22.0
51.88832,0.842166,5.0
51.925646,1.254546,4.0
51.903006,0.894506,5.0
51.789606,1.156657,19.0
51.925971,1.258905,28.0
52.043998,0.729238,5.0
51.927831,0.882678,73.0
54.576033,-1.328412,4.0
54.615232,-1.054042,44.0
54.550673,-1.219154,60.0
54.519409,-1.250925,73.0
54.569561,-1.165493,49.0
54.579529,-0.977063,48.0
54.599874,-1.056473,41.0
54.641011,-1.239614,35.0
54.520354,-1.208716,43.0
54.570551,-1.214861,35.0
54.561311,-1.222168,64.0
54.552922,-1.291873,57.0
54.571954,-1.325929,64.0
54.66745,-1.218406,59.0
54.515426,-1.316371,56.0
54.5711,-1.313151,47.0
54.616983,-1.083069,33.0
54.545649,-1.25394,14.0
54.716581,-1.425738,18.0
54.583204,-1.311276,30.0
54.554616,-1.178647,45.0
54.563314,-0.971514,65.0
54.570669,-0.938583,17.0
54.559507,-1.256826,45.0
54.560676,-1.302347,38.0
54.616463,-1.079704,7.0
54.577775,-1.323946,62.0
54.541601,-1.303136,43.0
54.578002,-1.311037,77.0
54.575168,-1.146057,5.0
54.681342,-1.203993,12.0
54.694668,-1.17821,9.0
54.597443,-1.383705,11.0
54.583204,-1.311276,9.0
54.570005,-1.097162,36.0
54.719211,-1.408267,44.0
54.55395,-1.346728,29.0
54.511415,-1.166352,35.0
54.594767,-1.291983,55.0
54.550961,-1.233992,17.0
54.536875,-1.220267,55.0
54.556606,-1.324698,11.0
54.587486,-1.341209,48.0
54.577065,-0.977929,19.0
54.572214,-1.243059,94.0
54.745934,-1.29345,36.0
54.745934,-1.29345,77.0
54.664765,-1.229977,58.0
54.555054,-1.341499,7.0
54.679308,-1.226119,60.0
54.613049,-1.282839,74.0
54.498034,-1.355293,40.0
54.568649,-1.308877,70.0
54.617671,-1.28375,49.0
54.494792,-1.349045,43.0
54.584449,-1.346132,60.0
54.566095,-1.360809,90.0
54.574071,-1.368573,6.0
54.537021,-1.058046,57.0
54.588504,-1.358354,42.0
54.557062,-1.221028,102.0
54.661817,-1.236977,53.0
54.589691,-1.312668,7.0
54.528826,-1.045657,43.0
54.569571,-1.221763,15.0
54.553653,-1.259329,16.0
54.579947,-1.229471,40.0
54.705286,-1.229753,46.0
54.55803,-1.217824,3.0
54.536694,-1.051934,30.0
54.549286,-1.234811,18.0
54.522542,-1.262069,85.0
54.569872,-1.115076,30.0
54.531302,-1.243338,6.0
54.518585,-1.319947,103.0
54.550093,-1.378946,70.0
54.741019,-1.279821,42.0
54.6157,-1.07825,77.0
54.559101,-1.223757,57.0
54.520169,-1.353601,83.0
54.584603,-1.301304,42.0
54.558409,-1.243501,53.0
54.597146,-1.07805,76.0
54.552359,-1.201389,41.0
54.562898,-1.191425,60.0
54.539435,-1.173202,6.0
54.592083,-1.020392,30.0
54.558924,-1.201461,116.0
54.584603,-1.301304,54.0
54.561642,-1.131538,40.0
54.563502,-1.300796,40.0
54.556606,-1.324698,13.0
54.585499,-0.972627,25.0
54.704691,-1.209666,74.0
54.684696,-1.222355,11.0
54.523576,-1.212797,66.0
54.525368,-1.17021,56.0
54.571816,-1.169329,20.0
54.542958,-1.198062,5.0
50.939737,-1.399157,14.0
50.868421,-1.258946,28.0
51.001604,-1.500185,6.0
50.943227,-1.515542,58.0
50.918951,-1.289316,68.0
50.727329,-1.594511,17.0
50.814025,-1.341599,22.0
50.871103,-1.289558,75.0
51.054483,-1.343029,56.0
51.057192,-1.330762,55.0
51.101872,-1.164,44.0
50.919686,-1.255785,46.0
50.920884,-1.505488,24.0
50.98774,-1.500675,51.0
50.923461,-1.427864,38.0
50.933532,-1.3172,32.0
50.784788,-1.60393,68.0
50.896994,-1.369846,23.0
50.952374,-1.452651,38.0
50.917087,-1.209308,36.0
50.882835,-1.439542,29.0
50.898176,-1.367228,16.0
50.944121,-1.328956,78.0
50.862608,-1.29017,20.0
50.72458,-1.600422,56.0
50.955845,-1.201333,36.0
50.925629,-1.328272,5.0
50.896461,-1.375939,5.0
50.966196,-1.317547,5.0
50.869179,-1.273745,28.0
50.92154,-1.498965,5.0
50.935968,-1.407744,6.0
50.859897,-1.295284,25.0
50.893566,-1.520749,19.0
50.884454,-1.32235,6.0
50.937062,-1.414134,23.0
50.960994,-1.285329,35.0
50.989356,-1.483518,24.0
50.82227,-1.367189,8.0
50.920707,-1.373068,8.0
50.887654,-1.456366,14.0
50.818377,-1.578619,46.0
50.854551,-1.411351,43.0
50.862505,-1.267565,22.0
50.907113,-1.371942,46.0
50.997731,-1.470244,45.0
50.89292,-1.35991,20.0
50.914986,-1.516447,23.0
50.903424,-1.543886,20.0
51.065306,-1.314062,8.0
50.925741,-1.65634,48.0
50.998224,-1.471777,30.0
51.00043,-1.55465,26.0
51.00043,-1.55465,55.0
50.759891,-1.543387,75.0
50.939757,-1.429804,15.0
50.922611,-1.401824,21.0
51.038845,-1.585534,8.0
50.985379,-1.398454,20.0
51.048385,-1.3248,13.0
50.912335,-1.418206,16.0
51.087951,-1.308387,43.0
50.936978,-1.511366,60.0
50.992591,-1.367602,49.0
50.927261,-1.321234,43.0
50.919075,-1.570767,32.0
50.945849,-1.463246,2.0
50.910581,-1.364585,71.0
50.781677,-1.601283,70.0
50.915729,-1.294842,68.0
50.914074,-1.40807,69.0
50.916966,-1.416521,16.0
50.996096,-1.482503,42.0
51.059034,-1.321147,9.0
50.933632,-1.420724,15.0
50.929633,-1.391062,17.0
50.980095,-1.3325,25.0
50.991204,-1.377252,14.0
50.876457,-1.284204,1.0
50.969674,-1.301859,6.0
50.975054,-1.443397,56.0
50.917614,-1.411249,101.0
50.92058,-1.393272,58.0
50.956405,-1.208286,32.0
50.964505,-1.373821,55.0
50.930805,-1.532277,80.0
50.870042,-1.277864,80.0
51.079976,-1.333489,5.0
50.908835,-1.298346,7.0
50.750557,-1.554969,17.0
51.062647,-1.337479,24.0
50.91,-1.426123,9.0
50.903424,-1.543886,40.0
50.922611,-1.401824,7.0
50.923132,-1.389497,8.0
50.756546,-1.543315,35.0
51.084647,-1.337362,74.0
50.909106,-1.398655,10.0
50.814808,-1.57883,41.0
50.894204,-1.371182,10.0
51.153302,-1.341999,38.0
50.851617,-1.40384,25.0
50.896994,-1.369846,46.0
50.750557,-1.554969,55.0
50.879914,-1.361026,48.0
50.878093,-1.337697,6.0
50.991255,-1.385102,47.0
50.911684,-1.310152,63.0
50.970557,-1.357233,84.0
50.891297,-1.308548,5.0
50.90781,-1.301405,4.0
50.926772,-1.280174,8.0
50.91403,-1.323944,4.0
50.97841,-1.302554,8.0
51.016834,-1.338443,64.0
50.87558,-1.563764,9.0
50.925861,-1.276661,5.0
50.80728,-1.37067,5.0
50.959019,-1.294729,60.0
50.935036,-1.411897,104.0
51.076014,-1.341327,103.0
50.923894,-1.331527,16.0
50.749355,-1.558056,17.0
50.905802,-1.322357,5.0
51.061495,-1.296238,60.0
50.925292,-1.394961,35.0
50.921728,-1.430167,39.0
50.917189,-1.271916,23.0
50.87298,-1.354209,70.0
51.024581,-1.329863,25.0
51.029585,-1.329078,11.0
50.89299,-1.371141,35.0
50.923917,-1.398749,72.0
51.029585,-1.329078,9.0
51.003639,-1.475867,63.0
50.977925,-1.338372,48.0
50.923722,-1.397442,16.0
50.872232,-1.406406,59.0
50.905733,-1.492883,8.0
50.92058,-1.393272,30.0
50.896994,-1.369846,9.0
50.750251,-1.550299,43.0
51.033514,-1.52463,7.0
50.894936,-1.51728,6.0
50.920707,-1.373068,24.0
50.92168,-1.348826,10.0
50.918678,-1.378672,7.0
50.980566,-1.241978,6.0
50.940795,-1.379616,6.0
50.986887,-1.385488,27.0
50.922037,-1.438239,13.0
50.90585,-1.626655,12.0
50.97381,-1.381886,8.0
50.90947,-1.32375,8.0
50.91322,-1.53113,6.0
50.750557,-1.554969,11.0
50.918525,-1.296291,12.0
50.892827,-1.520373,8.0
50.962809,-1.419905,9.0
50.938102,-1.450527,3.0
50.824324,-1.343655,16.0
50.912326,-1.414744,44.0
50.986481,-1.375207,45.0
50.924721,-1.517868,6.0
50.922803,-1.519354,5.0
50.920976,-1.402116,6.0
51.076725,-1.309326,63.0
50.935036,-1.411897,104.0
50.899696,-1.375583,20.0
50.963923,-1.44568,39.0
50.932188,-1.507859,6.0
50.920216,-1.392565,6.0
50.9719,-1.351262,6.0
50.887261,-1.367546,3.0
50.873988,-1.346497,8.0
50.918505,-1.245504,63.0
50.892698,-1.373544,17.0
51.076014,-1.341327,103.0
50.921409,-1.400536,28.0
50.913884,-1.368627,5.0
50.910242,-1.416738,5.0
50.87529,-1.268601,60.0
50.916997,-1.430077,5.0
50.997469,-1.355152,64.0
50.90139,-1.309135,78.0
50.876457,-1.284204,19.0
50.861087,-1.275217,8.0
50.937611,-1.356247,80.0
50.871309,-1.581576,50.0
50.890698,-1.353154,22.0
50.99451,-1.348863,25.0
50.894093,-1.368691,74.0
50.896867,-1.364719,23.0
50.863712,-1.400418,62.0
50.918774,-1.495808,20.0
50.899253,-1.334421,4.0
50.784788,-1.60393,68.0
51.084647,-1.337362,48.0
50.907406,-1.49128,5.0
50.866239,-1.27956,10.0
50.92596,-1.329633,4.0
50.756994,-1.626033,6.0
50.874794,-1.344183,24.0
51.236017,-0.163559,4.0
51.254693,-0.00781,10.0
51.218588,-0.060377,57.0
51.013238,-0.091511,25.0
51.207678,-0.168567,6.0
51.071457,-0.326011,36.0
51.25817,-0.322592,19.0
51.228854,-0.158087,19.0
51.107757,-0.188747,28.0
51.241174,-0.190962,25.0
51.013861,-0.082319,27.0
51.156976,-0.005301,28.0
51.195517,-0.415407,30.0
51.063074,0.033019,29.0
51.22907,-0.331399,35.0
51.233982,-0.18947,17.0
51.258293,-0.021846,43.0
51.098925,0.04036,3.0
51.006108,-0.09876,27.0
51.175925,-0.173431,60.0
51.17825,-0.013511,6.0
51.226193,-0.369098,16.0
51.241992,-0.18858,55.0
51.069557,-0.313334,18.0
51.000028,-0.114459,72.0
51.136885,-0.124255,8.0
51.237517,-0.190575,36.0
51.024499,-0.23004,41.0
51.0226,-0.457499,54.0
51.075234,-0.207191,10.0
50.91478,-0.445688,77.0
51.076505,-0.380792,41.0
51.076505,-0.380792,10.0
50.951647,-0.120019,28.0
51.212823,-0.189997,6.0
51.144545,-0.09801,43.0
51.24755,-0.197947,9.0
51.240431,-0.218229,10.0
51.072072,-0.29637,15.0
51.23424,-0.190374,6.0
51.155431,-0.223475,5.0
51.237773,-0.179806,7.0
51.167758,-0.172594,5.0
51.108532,-0.191788,6.0
51.108826,-0.195077,22.0
50.999846,-0.271667,50.0
50.952903,-0.099807,60.0
50.953613,-0.099251,60.0
51.1897,-0.164029,4.0
51.158415,-0.100529,3.0
51.158415,-0.100529,6.0
51.120914,-0.218069,5.0
51.170199,-0.169566,6.0
51.171301,-0.168135,6.0
51.143164,-0.054476,6.0
51.256419,-0.153087,5.0
51.173644,-0.013409,4.0
51.198016,-0.166602,6.0
50.959432,-0.127665,19.0
51.067,-0.303835,52.0
51.240431,-0.218229,18.0
51.134065,-0.024041,32.0
51.002493,-0.100135,40.0
51.01533,-0.195388,51.0
50.996825,-0.112479,35.0
51.162438,0.01965,40.0
51.242015,-0.221173,60.0
51.169601,-0.165655,76.0
51.264413,-0.010931,75.0
51.085646,-0.318374,63.0
51.058667,-0.127318,45.0
51.25289,-0.064351,51.0
51.133174,-0.028796,42.0
51.184284,-0.194935,6.0
50.952843,-0.121708,25.0
50.983984,-0.233347,51.0
51.13818,-0.02012,6.0
51.255269,0.015702,16.0
51.2465,-0.162268,5.0
51.108826,-0.195077,10.0
51.138447,-0.107352,6.0
51.123903,-0.216496,6.0
51.114973,-0.173363,6.0
51.245913,0.038321,14.0
51.124569,-0.146018,4.0
51.115136,-0.179229,4.0
51.105656,-0.168216,4.0
51.114867,-0.218959,30.0
51.114867,-0.218959,35.0
51.116472,0.0149,39.0
51.063933,-0.376604,23.0
50.997878,-0.078346,4.0
50.997878,-0.078346,4.0
50.960439,-0.136624,4.0
51.057688,-0.131909,19.0
51.106677,-0.17139,60.0
51.124728,-0.211048,90.0
50.958314,-0.151176,60.0
50.961138,-0.509104,60.0
51.059975,-0.328709,70.0
51.24755,-0.197947,24.0
51.056399,-0.315738,36.0
51.040415,-0.015319,33.0
51.174757,0.005137,122.0
50.956987,-0.12772,22.0
52.412475,-0.730667,119.0
52.470959,-0.733977,8.0
52.277951,-0.896306,44.0
52.271887,-0.912314,51.0
52.25204,-1.160866,51.0
52.126878,-0.992745,25.0
52.276098,-0.828167,45.0
52.562773,-0.575057,30.0
52.331441,-0.567577,45.0
52.092223,-1.019931,25.0
52.245241,-0.911618,3.0
52.490112,-0.681405,43.0
52.399888,-0.719034,54.0
52.243858,-0.869998,18.0
52.243858,-0.869998,17.0
52.245526,-0.946032,36.0
52.203705,-0.888093,62.0
52.251874,-0.881895,27.0
52.244204,-0.877693,4.0
52.26799,-0.896378,19.0
52.393058,-0.724272,44.0
52.242993,-0.876142,5.0
52.413138,-0.696522,29.0
52.296146,-0.599291,24.0
52.255269,-0.900327,25.0
52.272144,-0.902475,20.0
52.266718,-0.899765,12.0
52.249929,-0.897808,10.0
52.247183,-0.879024,6.0
52.291255,-0.603888,8.0
52.251874,-0.881895,6.0
52.345345,-0.54358,33.0
52.175808,-1.245949,9.0
52.163599,-1.252515,21.0
52.498897,-0.690438,12.0
52.269001,-0.900735,2.0
52.269001,-0.900735,3.0
52.251937,-0.884735,7.0
52.24625,-0.882373,15.0
52.299418,-0.70812,28.0
52.251111,-0.878881,52.0
52.272408,-0.903787,51.0
52.261957,-0.870725,32.0
52.193341,-0.926755,28.0
52.291013,-0.619203,68.0
52.261488,-0.898415,36.0
52.241538,-0.930441,11.0
52.258496,-0.898386,18.0
52.269175,-0.894282,14.0
52.147197,-0.862157,16.0
52.28756,-0.589475,29.0
52.307961,-0.716831,6.0
52.260104,-0.862186,7.0
52.493453,-0.730518,4.0
52.116229,-1.126469,5.0
52.146042,-1.088415,6.0
52.116229,-1.126469,5.0
52.257014,-1.163951,55.0
52.309711,-0.700633,5.0
52.414274,-0.724043,6.0
52.24792,-0.926406,65.0
