Location Latitude,Location Longitude,Cluster
51.133602,1.306359,1
51.356669,1.441565,1
51.085925,1.174175,1
51.085925,1.174175,1
51.088384,1.144107,1
51.088384,1.144107,1
51.367996,1.113819,1
51.360253,1.129298,1
51.109762,1.161379,1
51.07622,1.169512,1
51.283515,1.07197,1
51.165052,1.291928,1
51.187482,1.393365,1
51.378532,1.301726,1
51.381142,1.329083,1
51.385188,1.335067,1
51.355555,1.440271,1
51.377489,1.314457,1
51.350814,1.019834,1
51.357992,1.142835,1
51.38462,1.337716,1
51.331908,1.410431,1
51.372014,1.13536,1
51.369488,1.111147,1
51.376402,1.392669,1
51.198748,1.392304,1
51.07244,1.110345,1
51.075066,1.090165,1
51.382419,1.342012,1
51.086557,1.163464,1
51.274879,1.291646,1
51.07242,1.086029,1
51.386214,1.399217,1
51.314422,1.350643,1
51.314422,1.350643,1
51.153477,1.268805,1
51.152887,1.273497,1
51.139901,1.237532,1
51.351722,1.386,1
51.368628,1.431929,1
51.138721,1.162727,1
51.080516,1.172108,1
51.080516,1.172108,1
51.073845,1.076329,1
51.079251,1.076988,1
51.221675,1.403803,1
51.368038,1.13585,1
51.351868,1.131384,1
51.351868,1.131384,1
51.123671,1.29653,1
51.130745,1.31066,1
51.123507,1.290858,1
51.373249,1.165135,1
51.348396,1.023625,1
51.383047,1.343337,1
51.082209,1.158283,1
51.370754,1.133492,1
51.350161,1.401085,1
51.381602,1.396662,1
51.384807,1.400608,1
51.346471,1.432236,1
51.366728,1.148779,1
51.241826,1.353313,1
51.370754,1.133492,1
51.081889,1.173741,1
51.079384,1.163617,1
51.20127,1.39498,1
51.388009,1.402395,1
51.382419,1.342012,1
51.217805,1.382491,1
51.371455,1.158286,1
51.245851,1.121493,1
51.133602,1.306359,1
51.268479,1.087038,1
51.074535,1.013638,1
51.272376,1.070881,1
51.370604,1.103678,1
51.386146,1.397214,1
51.206932,1.384916,1
51.219757,1.147341,1
51.368582,1.137353,1
51.359033,1.137921,1
51.109762,1.161379,1
51.371065,1.43316,1
51.076698,1.158311,1
51.364504,1.043796,1
51.337773,1.178443,1
51.382979,1.360481,1
51.220814,1.389186,1
51.331125,1.403035,1
51.156885,1.258547,1
51.084401,1.166344,1
51.076883,1.161975,1
51.16511,1.302647,1
51.210302,1.401445,1
51.071897,1.100671,1
51.220726,1.374497,1
51.204833,1.394313,1
51.38126,1.300774,1
51.249623,1.12473,1
51.079117,1.161499,1
51.085851,1.167929,1
51.082235,1.161787,1
51.244346,1.189606,1
51.221054,1.400118,1
51.141478,1.287389,1
51.100459,1.211976,1
51.199343,1.386979,1
51.138364,1.296076,1
51.133134,1.292946,1
51.218294,1.384546,1
51.132718,1.293045,1
51.381622,1.386357,1
51.252742,1.341508,1
51.286922,1.066904,1
51.200131,1.395154,1
51.38128,1.357942,1
51.090362,1.173079,1
51.080374,1.157929,1
51.355035,1.023243,1
51.28643,1.029822,1
51.355376,1.062212,1
51.367996,1.113819,1
51.383146,1.338299,1
51.385712,1.379888,1
51.368064,1.108895,1
51.124106,1.298647,1
51.217619,1.403174,1
50.721541,-3.508053,3
50.584424,-3.492339,3
51.206972,-4.12178,3
50.940008,-3.308741,3
50.835538,-4.546574,3
50.726813,-3.064637,3
50.76295,-2.969408,3
50.821866,-3.417311,3
50.717664,-3.517024,3
50.622586,-3.393921,3
50.82628,-4.479526,3
50.693559,-3.361619,3
51.209754,-4.125564,3
50.683418,-3.237919,3
50.859798,-3.391919,3
50.693546,-3.481188,3
51.072014,-4.122499,3
51.026013,-4.236694,3
50.683998,-3.230486,3
51.039766,-4.230951,3
50.745959,-3.030586,3
50.868936,-4.15945,3
50.897876,-4.382964,3
50.787364,-3.649488,3
50.695886,-3.533907,3
50.626275,-3.388729,3
50.835704,-3.67961,3
51.0297,-4.234803,3
50.702834,-3.080662,3
50.628808,-3.328826,3
50.991419,-3.485979,3
50.679659,-3.246398,3
50.730625,-3.470625,3
50.737934,-3.543968,3
50.718971,-3.520409,3
50.63999,-3.467893,3
50.742882,-3.290057,3
50.900447,-3.471049,3
50.67701,-3.495203,3
50.582616,-3.471857,3
51.07076,-4.044032,3
51.070712,-4.049326,3
50.824008,-4.316649,3
50.738826,-3.067758,3
50.71169,-3.083783,3
51.206474,-4.104511,3
50.722282,-4.542792,3
51.043283,-4.230233,3
51.028689,-4.214246,3
51.040277,-4.236493,3
50.714577,-3.56024,3
50.681659,-3.241001,3
50.579129,-3.467398,3
50.783259,-2.996574,3
50.796704,-3.198314,3
50.722662,-3.519409,3
50.951399,-4.141885,3
50.620215,-3.395151,3
50.704823,-3.073712,3
50.720625,-3.536118,3
50.795053,-3.631585,3
51.050021,-4.177453,3
50.711838,-3.565831,3
50.956515,-4.123253,3
50.726304,-3.634463,3
50.716818,-3.072621,3
51.075992,-4.049111,3
51.230587,-3.83581,3
50.821111,-4.007168,3
51.032779,-4.211771,3
50.733848,-3.516767,3
50.890402,-3.375299,3
51.207107,-4.119772,3
51.074243,-4.075006,3
50.749034,-3.390105,3
50.773383,-4.231366,3
50.699089,-3.533912,3
51.107962,-4.156215,3
50.730154,-3.522103,3
50.681477,-3.439023,3
51.069162,-4.041321,3
51.10704,-3.979733,3
50.715508,-3.536176,3
50.813393,-4.358031,3
50.587078,-3.457459,3
50.831477,-3.38612,3
50.947492,-3.762653,3
50.732005,-3.497988,3
50.706427,-3.07042,3
50.621709,-3.407962,3
50.916353,-3.700268,3
50.79229,-3.65534,3
50.747106,-3.546041,3
50.73248,-3.514767,3
50.730351,-3.295182,3
50.629984,-3.330612,3
50.732755,-4.000496,3
51.039766,-4.230951,3
50.73797,-4.003213,3
50.698516,-3.234706,3
50.811962,-4.351826,3
50.815938,-3.256553,3
50.632645,-3.410919,3
51.084315,-4.051935,3
50.729438,-3.514981,3
50.79792,-3.181303,3
50.95303,-4.156854,3
50.615702,-3.396701,3
50.715079,-3.535341,3
50.616415,-3.403238,3
50.799783,-3.178526,3
50.705265,-3.070318,3
50.799783,-3.178526,3
50.699376,-3.293012,3
50.781326,-2.997717,3
51.044213,-4.197293,3
53.903165,-2.776687,0
53.650802,-3.005711,0
53.781482,-2.878365,0
53.640572,-2.985366,0
53.782104,-2.657894,0
53.656641,-2.997558,0
53.632609,-2.612542,0
53.837681,-2.616747,0
53.901778,-2.807782,0
53.634338,-3.026873,0
53.790354,-2.682265,0
53.640833,-2.989897,0
53.690826,-2.714788,0
53.952177,-2.776531,0
53.640839,-2.988987,0
53.751621,-2.866276,0
53.766716,-2.751242,0
53.684144,-2.694037,0
53.89093,-2.768609,0
53.692646,-2.706565,0
53.616087,-2.602204,0
53.778583,-2.745081,0
53.796284,-2.704435,0
53.78329,-2.879112,0
53.651657,-2.98402,0
53.790313,-2.883494,0
53.697063,-2.741641,0
53.675559,-2.915805,0
53.728548,-2.689054,0
53.675559,-2.915805,0
53.660341,-2.977337,0
53.799744,-2.705462,0
53.787988,-2.747373,0
53.761341,-2.744047,0
53.714876,-2.647299,0
53.72677,-2.682186,0
53.730734,-2.617512,0
53.658524,-2.998362,0
53.800777,-2.783854,0
53.744851,-2.597297,0
53.727473,-2.751315,0
53.751689,-2.647361,0
53.697494,-2.663465,0
53.778086,-2.690002,0
53.76554,-2.659334,0
53.652308,-2.988153,0
53.768548,-2.731203,0
53.7764,-2.704417,0
53.782104,-2.657894,0
53.651657,-2.98402,0
53.656516,-3.000992,0
53.644306,-2.642783,0
53.686779,-2.72868,0
53.638576,-3.022859,0
53.638556,-3.021258,0
53.803472,-2.647463,0
53.700053,-2.652539,0
53.698578,-2.709693,0
53.700053,-2.652539,0
53.700053,-2.652539,0
53.709017,-2.641736,0
53.638193,-2.972078,0
53.654174,-2.968799,0
53.926289,-2.91946,0
53.756814,-2.86658,0
53.736012,-2.730987,0
53.653196,-2.982984,0
53.658527,-2.618728,0
53.654241,-2.642344,0
53.650008,-2.97819,0
53.762893,-2.729861,0
53.74016,-2.682892,0
53.736011,-2.713204,0
53.656607,-2.99871,0
53.657399,-2.989937,0
53.777695,-2.702648,0
53.650418,-2.98496,0
53.877117,-2.770618,0
53.766521,-2.687946,0
53.721534,-2.664222,0
53.656273,-2.623492,0
53.661393,-2.774501,0
53.766982,-2.682323,0
53.6398,-2.991975,0
53.787303,-2.711962,0
53.753871,-2.857162,0
53.647662,-2.998556,0
53.700053,-2.652539,0
53.891756,-2.761685,0
53.724928,-2.699558,0
53.636271,-3.024452,0
53.797226,-2.733251,0
53.662935,-2.617775,0
53.764324,-2.662619,0
53.64209,-3.01794,0
53.834117,-2.608763,0
53.654464,-2.993711,0
53.663243,-2.633053,0
53.787988,-2.747373,0
53.729613,-2.654649,0
53.700428,-2.803697,0
53.621841,-2.661537,0
53.754321,-2.726452,0
53.790354,-2.682265,0
53.626618,-2.649044,0
53.734057,-2.65061,0
52.712578,1.636254,1
52.648242,1.21839,1
52.584462,1.708614,1
52.661034,1.327573,1
52.702511,1.587052,1
52.627841,1.351701,1
52.477241,1.696649,1
52.452495,1.690918,1
52.487234,1.752301,1
52.642353,1.298357,1
52.619688,1.300619,1
52.659971,1.097534,1
52.460174,1.737951,1
52.688983,1.395496,1
52.564084,1.352958,1
52.633128,1.441375,1
52.702931,1.40214,1
52.828727,0.848886,2
52.779928,1.548092,1
52.928315,1.301205,2
52.5789,1.434015,1
52.679467,0.957615,1
52.625885,1.274092,1
52.667326,1.29555,1
52.684459,1.203429,1
52.782994,1.011131,2
52.453603,1.717017,1
52.395268,1.543312,1
52.461436,1.73928,1
52.678807,0.968179,1
52.927903,1.30394,2
52.774159,1.166581,1
52.566885,1.578133,1
52.588638,1.670185,1
52.685097,0.939527,2
52.955823,0.844115,2
52.465399,1.743652,1
52.489765,1.754196,1
52.938822,1.214237,2
52.692577,0.9371,2
52.936623,1.216723,2
52.615211,1.2851,1
52.75447,1.259577,1
52.907526,1.064524,2
52.955464,0.851212,2
52.833514,0.841641,2
52.578299,1.132189,1
52.813465,1.390219,1
52.83427,1.494515,1
52.83427,1.494515,1
52.879413,1.434653,1
52.621771,1.438791,1
52.660078,1.329275,1
52.628114,1.410149,1
52.660078,1.329275,1
52.71445,1.68451,1
52.71445,1.68451,1
52.645381,1.303264,1
52.633042,1.288137,1
52.568608,1.224537,1
52.458581,1.735416,1
52.679652,0.952634,2
52.679652,0.952634,2
52.666674,0.942328,1
52.830028,0.863966,2
52.623948,1.252045,1
52.632588,1.235746,1
52.597977,1.167055,1
52.658735,1.267067,1
52.687422,1.193271,1
52.687422,1.193271,1
52.687288,1.18857,1
52.618194,1.274153,1
52.628111,1.282304,1
52.606534,1.729236,1
52.66623,0.946411,1
52.679652,0.952634,2
52.487053,1.753759,1
52.477241,1.696649,1
52.739508,0.881464,2
52.644845,1.728898,1
52.568355,1.729706,1
52.808523,1.348915,1
52.708759,1.406183,1
52.53757,1.257733,1
52.452201,1.559251,1
52.704404,1.401559,1
52.461245,1.736231,1
52.467304,1.440059,1
52.702326,0.979176,2
52.57054,1.722303,1
52.943271,1.208329,2
52.83118,0.857925,2
52.925963,1.304925,2
52.598002,1.185888,1
52.496365,1.718976,1
52.641551,1.340434,1
52.664471,1.381798,1
52.657034,1.321426,1
52.514861,1.020755,1
52.710141,1.534016,1
52.815057,1.398389,1
52.827186,1.368243,1
52.827816,1.402592,1
52.654037,1.316023,1
52.847609,1.004985,2
52.54039,1.373676,1
52.624961,1.31819,1
52.518454,1.015098,1
52.686267,0.946399,2
52.480059,1.716641,1
52.494212,1.744156,1
52.554441,1.682592,1
52.584751,1.698455,1
52.920095,1.309582,2
52.733764,1.068062,1
52.796474,0.920168,2
52.942861,1.206527,2
52.942337,1.208602,2
52.627531,1.325383,1
52.673232,1.691919,1
52.64343,1.484887,1
52.58146,0.98743,1
52.577388,1.109871,1
52.943271,1.208329,2
52.823406,1.017165,2
52.583315,-1.134705,2
52.553752,-1.149121,2
52.567719,-1.176603,2
52.572547,-1.313413,2
52.759606,-1.287145,2
52.622104,-1.226621,2
52.631166,-1.156767,2
52.576747,-1.31531,2
52.576582,-1.177706,2
52.581071,-1.192543,2
52.644305,-1.235673,2
52.608316,-1.106819,2
52.631783,-0.698398,2
52.634079,-1.073616,2
52.60474,-1.154771,2
52.633628,-1.153934,2
52.632955,-1.173245,2
52.59341,-1.13083,2
52.695913,-1.087675,2
52.632955,-1.173245,2
52.597113,-1.159384,2
52.646424,-1.06122,2
52.589571,-1.105405,2
52.671539,-1.128068,2
52.643358,-1.055648,2
52.643358,-1.055648,2
52.764228,-1.305587,2
52.466646,-0.915897,2
52.605564,-1.11984,2
52.671815,-0.719674,2
52.574484,-1.33627,2
52.70073,-1.069884,2
52.437288,-0.999128,2
52.629083,-1.049041,2
52.477084,-0.924843,2
52.80232,-0.891319,2
52.539039,-1.371335,2
52.675252,-0.737431,2
52.555146,-0.84739,2
52.654383,-1.121536,2
52.722301,-1.138561,2
52.649259,-1.052668,2
52.636106,-1.245354,2
52.610907,-1.142328,2
52.609472,-1.080367,2
52.625979,-1.215643,2
52.625198,-1.21446,2
52.664484,-1.103027,2
52.592531,-1.150983,2
52.615239,-1.114107,2
52.771055,-1.220827,2
52.599332,-1.08986,2
52.626201,-1.226224,2
52.591481,-0.722474,2
52.587272,-1.111763,2
52.741946,-1.476195,2
52.59341,-1.13083,2
52.627073,-1.144989,2
52.649291,-1.187769,2
52.755085,-0.884702,2
52.714849,-1.051396,2
52.714849,-1.051396,2
52.755085,-0.884702,2
52.633269,-1.154126,2
52.733877,-1.146878,2
52.590942,-1.120443,2
52.67334,-1.189151,2
52.73187,-1.109894,2
52.740269,-1.354729,2
52.6904,-1.08745,2
52.656,-1.096253,2
52.591862,-1.10888,2
52.760511,-0.895767,2
52.545034,-1.388183,2
52.774064,-1.227355,2
52.725612,-1.364125,2
52.735568,-1.349911,2
52.752461,-1.37015,2
52.691371,-1.398726,2
52.774064,-1.227355,2
52.774064,-1.227355,2
52.774888,-1.201088,2
52.725612,-1.364125,2
52.778381,-1.200401,2
52.805031,-1.113756,2
52.745503,-1.248155,2
52.661695,-1.1403,2
52.610405,-1.141237,2
52.612563,-1.094238,2
52.740308,-1.479999,2
52.622104,-1.226621,2
52.501142,-0.762882,2
52.629226,-1.155659,2
52.634441,-1.276879,2
52.631929,-1.23467,2
52.650562,-1.171382,2
52.614858,-1.104071,2
52.536351,-1.002126,2
52.602828,-1.155265,2
52.636891,-1.084979,2
52.616298,-1.106641,2
52.672949,-0.738163,2
52.612414,-1.105368,2
52.617901,-1.104556,2
52.766681,-1.287289,2
52.590872,-1.078152,2
52.766581,-1.289906,2
52.612414,-1.105368,2
52.618466,-1.114012,2
52.767832,-1.288722,2
52.625989,-1.172201,2
52.762615,-1.294209,2
52.76819,-0.891185,2
52.613578,-1.171438,2
52.622383,-1.093488,2
52.805791,-1.002127,2
52.651377,-1.182601,2
52.669539,-1.106946,2
52.529394,-1.349818,2
52.638748,-1.106834,2
50.690676,-3.241296,3
51.024965,-4.217121,3
50.614703,-3.398268,3
50.854357,-3.745735,3
50.616181,-3.398807,3
51.07579,-4.051035,3
50.618629,-3.407615,3
50.91352,-3.482828,3
50.85544,-3.390852,3
50.640591,-3.38884,3
50.579649,-3.469419,3
50.733848,-3.516767,3
50.708797,-3.069837,3
51.041198,-4.219008,3
50.620447,-3.396219,3
50.777222,-3.440924,3
50.749125,-3.465577,3
51.199011,-4.121376,3
51.086923,-4.061823,3
50.740825,-3.481858,3
50.620215,-3.395151,3
50.750655,-3.028393,3
50.703998,-3.07897,3
50.78058,-2.998545,3
50.680451,-3.495511,3
50.778823,-2.988586,3
50.860386,-3.389478,3
50.796454,-3.813227,3
51.073303,-4.050648,3
50.658975,-3.300403,3
50.882278,-4.474835,3
50.690089,-3.470787,3
51.031045,-4.208322,3
51.203614,-4.128387,3
50.988753,-3.487291,3
50.678884,-3.50193,3
51.012678,-4.176558,3
50.692021,-3.23993,3
50.842539,-4.528616,3
50.908136,-3.330165,3
50.619915,-3.403144,3
50.579848,-3.473818,3
50.582795,-3.475521,3
50.760558,-4.459627,3
50.827491,-4.523258,3
50.814483,-4.080532,3
51.207698,-4.119413,3
50.617648,-3.391132,3
50.629206,-3.33698,3
51.039881,-4.238842,3
50.720271,-3.495702,3
51.100195,-4.141473,3
51.016835,-4.214519,3
50.988753,-3.487291,3
50.579312,-3.466443,3
50.714577,-3.56024,3
50.814476,-4.156294,3
50.729224,-3.536086,3
50.706538,-3.542582,3
50.601947,-3.451234,3
50.798555,-4.441797,3
50.765812,-3.560229,3
51.039766,-4.230951,3
51.026736,-4.221911,3
50.702586,-3.495125,3
50.908702,-3.484738,3
50.821689,-3.198045,3
50.835704,-3.67961,3
50.809562,-3.664492,3
50.722043,-3.505434,3
50.848977,-3.175618,3
50.781073,-3.202737,3
50.718654,-3.293215,3
50.787892,-3.652219,3
50.614463,-3.403307,3
51.036954,-4.216609,3
50.684422,-4.10017,3
50.699937,-3.531716,3
50.906762,-3.323697,3
50.699025,-3.316974,3
50.776515,-3.033839,3
50.736949,-4.059194,3
50.58346,-3.46174,3
51.206298,-4.12225,3
51.015225,-4.212835,3
50.722843,-3.512416,3
50.631362,-3.391975,3
50.63999,-3.467893,3
50.633415,-3.400039,3
50.907237,-3.486667,3
50.592891,-3.465099,3
50.852084,-3.397854,3
50.775742,-4.229665,3
50.634571,-3.410849,3
51.108937,-4.170207,3
50.747145,-3.291519,3
50.718591,-3.501145,3
50.697521,-3.223324,3
50.788475,-3.653574,3
51.057679,-3.967659,3
50.827369,-4.537168,3
50.718254,-3.521576,3
51.018617,-3.829233,3
51.015655,-3.838013,3
50.627864,-3.409871,3
50.624249,-3.41119,3
51.683843,-2.349281,2
51.94021,-2.156985,2
51.832767,-2.275596,2
51.870712,-2.232124,2
51.842773,-2.234433,2
51.691296,-2.456931,2
51.883691,-2.078916,2
51.899764,-2.332251,2
51.774466,-2.367345,2
51.848155,-2.240529,2
51.87015,-2.234779,2
51.9019,-2.1931,2
51.891338,-2.085453,2
51.877562,-2.461229,2
51.692669,-2.193987,2
51.863258,-2.521363,2
51.697352,-2.229571,2
51.696758,-2.225097,2
51.694014,-2.218352,2
51.69367,-2.219899,2
51.704391,-2.195687,2
51.79352,-2.616865,2
51.802915,-2.453055,2
51.816716,-2.505913,2
51.581399,-2.322299,1
51.868213,-2.249743,2
51.892766,-2.087955,2
51.860702,-2.234018,2
51.744105,-2.243684,2
51.683843,-2.349281,2
51.880611,-2.056393,2
51.682345,-2.384578,2
51.820963,-2.500911,2
51.736205,-2.525373,2
51.846368,-2.144691,2
51.753249,-2.247572,2
51.694106,-2.220252,2
51.743145,-2.214958,2
51.706077,-2.197821,2
51.869611,-2.228832,2
51.706992,-1.780068,2
51.868279,-2.230703,2
51.743399,-2.27599,2
51.874882,-2.46155,2
51.840454,-2.238732,2
52.008098,-2.120292,2
52.005668,-2.113598,2
51.866449,-2.219104,2
51.852185,-2.594583,2
51.851277,-2.526278,2
51.792885,-2.612059,2
51.880036,-2.07227,2
51.740945,-2.256176,2
51.901412,-2.091272,2
51.896784,-2.097737,2
51.80108,-2.190508,2
51.854884,-2.247331,2
51.6964,-2.219786,2
51.954452,-2.074202,2
52.006057,-2.110627,2
51.88011,-2.240105,2
51.874473,-2.105466,2
51.884462,-2.171736,2
51.898471,-2.104128,2
51.827027,-2.280842,2
51.883772,-2.044846,2
51.68015,-2.353348,2
51.847748,-2.157157,2
51.712785,-1.96481,2
51.724358,-2.518692,2
51.800919,-2.619695,2
51.75055,-2.211966,2
51.841139,-2.242205,2
51.900626,-2.055328,2
51.854119,-2.243378,2
51.865969,-2.225797,2
51.819204,-2.377503,2
51.832981,-2.221147,2
51.832981,-2.221147,2
51.832981,-2.221147,2
51.723736,-1.942884,2
51.755732,-2.269806,2
51.871511,-2.142613,2
51.830561,-2.276671,2
51.720626,-1.969726,2
51.818231,-2.437048,2
51.821712,-2.500383,2
51.822086,-2.430991,2
51.815467,-2.436136,2
51.761614,-2.476042,2
51.868802,-2.229544,2
51.855193,-2.237053,2
51.761276,-2.368427,2
51.867701,-2.236146,2
51.916026,-2.108588,2
52.000357,-2.182469,2
51.704801,-1.967711,2
51.899339,-2.086239,2
51.892753,-2.08053,2
51.899847,-2.089968,2
51.869929,-2.232585,2
51.868172,-2.225546,2
51.85205,-2.206447,2
51.831708,-2.270757,2
51.826617,-2.271481,2
51.852343,-2.208582,2
51.802797,-2.508208,2
51.802126,-2.509534,2
51.903077,-2.110228,2
51.864703,-2.22945,2
51.880048,-2.239392,2
51.743026,-2.245745,2
51.761201,-2.476878,2
51.851741,-2.175725,2
51.637635,-2.157396,2
51.990733,-1.70409,2
51.843654,-2.243147,2
51.890964,-2.101357,2
55.076137,-1.467072,4
55.180019,-1.516076,4
54.977642,-1.501996,4
54.973389,-1.644337,4
54.906589,-1.742755,4
54.97062,-1.487792,4
55.002664,-1.614312,4
55.001326,-1.601036,4
54.956968,-2.013617,4
55.551161,-2.016086,4
54.975193,-1.43702,4
54.977043,-2.019686,4
54.907733,-1.532339,4
55.152262,-2.579805,4
54.98624,-1.70534,4
54.97939,-1.67328,4
54.899878,-2.264714,4
54.973016,-1.649089,4
54.97321,-1.620796,4
55.000901,-1.625162,4
55.04156,-1.449143,4
54.95538,-1.61186,4
54.909929,-1.516981,4
55.021675,-1.547781,4
54.928719,-1.595872,4
54.964601,-1.716322,4
54.947852,-1.596133,4
54.953186,-1.679397,4
55.007021,-1.62831,4
55.160531,-1.664002,4
54.976301,-2.259062,4
54.968741,-2.093175,4
54.97001,-1.473241,4
55.027577,-1.463412,4
55.087367,-1.579313,4
54.980042,-1.649447,4
55.158354,-1.691879,4
55.459558,-1.668269,4
54.927507,-2.099305,4
55.000042,-1.632299,4
54.975119,-1.550726,4
55.215159,-1.587178,4
55.003538,-1.623434,4
54.903094,-1.52486,4
55.130709,-1.595247,4
55.043564,-1.447269,4
55.341347,-1.62544,4
54.945182,-1.96768,4
55.29733,-1.6105,4
55.29733,-1.6105,4
55.078439,-1.590387,4
54.941059,-1.599042,4
55.015321,-1.441543,4
55.017376,-1.567096,4
54.988363,-1.60815,4
54.989013,-1.61102,4
54.986187,-1.593201,4
54.950013,-1.556374,4
54.919533,-1.592516,4
54.977308,-1.496878,4
55.225826,-1.556679,4
54.971115,-1.572138,4
55.125749,-1.549241,4
54.973562,-1.426156,4
54.975011,-1.678161,4
54.990397,-1.7476,4
55.183869,-1.600331,4
54.945851,-1.916246,4
54.944229,-1.897502,4
55.128609,-1.547421,4
54.973056,-1.569633,4
55.40869,-1.707324,4
55.135869,-1.598756,4
54.969253,-1.43873,4
55.135869,-1.598756,4
54.929747,-1.599482,4
54.972325,-1.508953,4
54.925579,-1.571387,4
55.182759,-1.580289,4
54.902656,-1.509676,4
55.184537,-1.564565,4
54.966595,-1.786485,4
54.929747,-1.599482,4
55.012517,-1.668228,4
54.938144,-1.601035,4
54.981379,-1.492718,4
55.005785,-1.701601,4
54.913064,-1.584767,4
54.975499,-1.761457,4
55.294242,-1.608515,4
54.880862,-1.531964,4
55.001761,-1.604955,4
54.965871,-1.873159,4
54.953138,-1.607744,4
54.979214,-1.428044,4
54.996473,-1.670142,4
54.992123,-1.415686,4
54.991104,-1.411215,4
54.997395,-1.422503,4
55.096472,-1.582649,4
55.001772,-1.659312,4
54.982126,-1.43955,4
55.178881,-1.653015,4
54.940642,-1.574134,4
55.130018,-1.544723,4
54.96654,-1.644722,4
55.096472,-1.582649,4
54.953724,-1.608222,4
54.996932,-1.423572,4
54.994349,-1.760064,4
54.905365,-1.615601,4
55.048184,-1.636146,4
54.97306,-1.506304,4
53.558817,-0.040574,0
53.501328,-1.063032,0
53.512125,-0.12423,0
53.527723,-1.120094,0
53.602665,-0.68127,0
53.57674,-1.009033,0
53.511473,-1.089318,0
53.476135,-1.195454,0
53.598941,-0.436969,0
53.70726,-0.884877,0
53.484974,-1.228532,0
53.552034,-0.091861,0
53.559984,-0.076328,0
53.621936,-0.561011,0
53.320169,-0.953075,0
53.350972,-0.907687,0
53.563436,-1.193047,0
53.584132,-0.665291,0
53.558242,-0.084878,0
53.55776,-0.088478,0
53.577062,-0.677007,0
53.562931,-0.287334,0
53.607855,-0.832254,0
53.432141,-1.082691,0
53.563384,-1.022375,0
53.441995,-0.811588,0
53.51481,-0.071905,0
53.372788,-0.75778,0
53.681826,-0.448377,0
53.587532,-1.178415,0
53.690477,-0.833816,0
53.526812,-1.116278,0
53.565584,-0.462782,0
53.500633,-1.156879,0
53.587519,-0.193363,0
53.454147,-1.070124,0
53.612357,-0.963865,0
53.530303,-1.120086,0
53.586944,-0.65368,0
53.392068,-0.774979,0
53.535523,-1.045941,0
53.387308,-0.765778,0
53.499299,-1.157569,0
53.557205,-1.125216,0
53.584648,-1.183758,0
53.706521,-0.954448,0
53.389644,-0.761334,0
53.552344,-0.486826,0
53.550744,-0.485464,0
53.535764,-0.024444,0
53.745702,-0.865319,0
53.493904,-1.062865,0
53.639716,-0.616676,0
53.639716,-0.616676,0
53.571141,-0.537501,0
53.713832,-1.163275,0
53.327553,-0.934186,0
53.407916,-1.089531,0
53.520734,-0.080918,0
53.545989,-0.169262,0
53.550649,-0.092949,0
53.54017,-0.122714,0
53.349039,-0.690477,0
53.489504,-0.014903,0
53.552466,-0.066691,0
53.558242,-0.084878,0
53.56031,-0.089993,0
53.560076,-0.086592,0
53.539965,-0.093249,0
53.562145,-0.092855,0
53.714839,-0.875479,0
53.560387,-0.489483,0
53.570828,-0.059782,0
53.558942,-0.028951,0
53.53232,-0.104492,0
53.555648,-1.139815,0
53.5361,-1.04191,0
53.543031,-1.164277,0
53.684468,-0.441375,0
53.67118,-0.382964,0
53.567225,-0.525314,0
53.535837,-0.090371,0
53.526901,-1.113772,0
53.544418,-0.117319,0
53.490016,-0.846647,0
53.574658,-0.739049,0
53.676221,-0.376836,0
53.414281,-0.782947,0
53.550571,-0.485953,0
53.55772,-0.089929,0
53.515832,-0.100366,0
53.32144,-0.738718,0
53.655171,-0.599712,0
53.472043,-0.593628,0
53.687021,-0.662803,0
53.397254,-0.762692,0
53.560142,-0.666287,0
53.551223,-0.090644,0
53.564579,-0.639588,0
53.705809,-0.860585,0
53.697854,-0.960287,0
53.675494,-0.38021,0
53.547312,-0.098503,0
53.564959,-0.691899,0
53.586944,-0.65368,0
53.044087,-2.236938,0
52.948926,-2.098766,2
53.076204,-2.224292,0
53.032985,-2.254518,0
53.007724,-2.119377,0
53.046012,-2.16183,0
53.059561,-2.216999,0
52.881728,-2.002484,2
53.106599,-2.167644,0
53.071783,-2.198076,0
53.007724,-2.119377,0
52.980254,-2.135088,2
52.905437,-1.873192,2
53.094508,-2.179827,0
53.079851,-2.239195,0
52.99546,-1.993657,2
52.981951,-2.088846,2
53.044087,-2.236938,0
52.970786,-2.077924,2
52.990986,-2.100188,2
53.039193,-2.22061,0
53.053877,-2.186491,0
53.032619,-2.292705,0
53.105174,-2.03815,0
53.052606,-2.199465,0
52.786639,-2.218941,2
52.969778,-2.079769,2
53.109935,-2.009117,0
52.782271,-2.12838,2
53.076112,-2.200051,0
52.811528,-2.094195,2
52.811528,-2.094195,2
52.966288,-2.180024,2
52.967777,-2.073512,2
52.818645,-2.13203,2
52.965835,-2.058306,2
52.984304,-2.15299,2
52.989657,-2.126641,2
53.013799,-2.136952,0
52.905367,-1.875336,2
53.094508,-2.179827,0
53.051715,-2.183737,0
53.03272,-2.221382,0
52.941794,-2.189325,2
52.970786,-2.077924,2
53.054726,-2.302268,0
53.100996,-2.031682,0
53.085946,-2.242871,0
53.018642,-2.216614,0
52.906779,-2.14772,2
52.906779,-2.14772,2
52.907836,-2.150549,2
52.907044,-2.151141,2
52.906392,-2.146007,2
52.906392,-2.146007,2
52.887305,-1.89123,2
52.887305,-1.89123,2
