Location Latitude,Location Longitude,Cluster
50.813438,-0.384225,1
50.80654,-0.537647,1
50.806401,-0.50603,1
50.820876,-0.117935,1
50.805858,-0.001501,1
50.820986,-0.118613,1
50.788648,0.018437,1
50.820876,-0.117935,1
50.814696,-0.386084,1
50.864327,0.254344,1
50.805654,-0.538682,1
50.774589,0.098268,1
50.793735,-0.011739,1
50.800827,-0.034868,1
50.837278,-0.389992,1
50.835442,-0.269297,1
50.841673,-0.092696,1
50.80341,-0.507771,1
50.823006,-0.393294,1
50.848312,-0.162319,1
50.786791,0.10415,1
50.875353,0.255529,1
50.824132,-0.429731,1
50.841238,-0.407312,1
50.836479,-0.165838,1
50.814295,-0.395481,1
50.810727,-0.383921,1
50.777008,0.2681,1
50.808003,-0.391822,1
50.811924,-0.38273,1
50.840561,-0.2828,1
50.837029,-0.112926,1
50.806162,-0.043529,1
50.774256,0.282832,1
50.854498,-0.16962,1
50.854498,-0.16962,1
50.85147,-0.165775,1
50.815712,-0.382812,1
50.824277,-0.554476,1
50.796528,0.274863,1
50.826064,-0.181936,1
50.832633,-0.399371,1
50.773233,0.279491,1
50.84237,-0.102369,1
50.760479,0.264294,1
50.775867,0.282783,1
50.824277,-0.554476,1
50.863928,-0.147182,1
50.856147,0.248976,1
50.856568,0.253017,1
50.777122,0.270106,1
50.774984,0.277789,1
50.772461,0.297283,1
50.802848,0.277782,1
50.777813,0.246478,1
50.836512,-0.260211,1
50.80998,-0.057295,1
50.757884,0.266863,1
50.87276,0.253343,1
50.796063,-0.014293,1
50.820547,0.248387,1
50.93854,0.123361,1
50.820507,-0.357205,1
50.839468,-0.234294,1
50.813403,-0.381742,1
50.787024,0.259008,1
50.811789,-0.533097,1
50.765933,0.112403,1
50.81288,-0.382257,1
50.975324,0.011805,1
50.808257,-0.044052,1
50.847056,-0.443919,1
50.81676,0.305306,1
50.760628,0.282041,1
50.795968,0.255054,1
50.81426,-0.382522,1
50.810494,-0.381349,1
50.810494,-0.381349,1
50.812244,-0.383713,1
50.777401,0.280233,1
50.829929,-0.578166,1
50.813622,-0.517269,1
50.815475,-0.359925,1
50.768246,0.276044,1
50.769882,0.110142,1
50.806406,-0.531236,1
50.828316,-0.157837,1
50.78766,0.108317,1
50.780042,0.103094,1
50.882654,0.263503,1
50.828407,-0.196144,1
50.801589,0.064721,1
50.802798,-0.044039,1
50.850079,0.253969,1
50.770705,0.257115,1
50.832662,-0.178271,1
50.891909,0.05519,1
50.796894,-0.00976,1
50.812698,-0.380815,1
50.75521,0.270704,1
50.812244,-0.383713,1
50.772242,0.26665,1
50.831885,-0.183797,1
50.868203,0.257117,1
50.819471,-0.45378,1
50.834518,-0.081925,1
50.828313,-0.186975,1
50.837114,-0.613303,1
50.797087,0.320644,1
50.852698,-0.166111,1
50.812901,-0.375329,1
50.834638,-0.340903,1
50.871302,-0.006308,1
50.778066,0.278889,1
50.850079,0.253969,1
50.854564,-0.64726,1
50.847236,-0.64277,1
50.876374,0.005991,1
50.826628,-0.178321,1
50.807935,-0.534793,1
50.8063,-0.536377,1
50.776489,0.095857,1
50.82846,-0.158654,1
50.972016,-0.030486,1
50.831098,-0.102685,1
50.764034,0.277569,1
50.823979,-0.390026,1
50.833623,-0.406804,1
50.830207,-0.375581,1
50.842937,-0.159661,1
50.842553,-0.158653,1
50.84211,-0.161384,1
50.826914,-0.178765,1
50.829385,-0.3961,1
50.84211,-0.161384,1
50.761488,0.279673,1
50.783181,-0.688601,1
50.790758,-0.676244,1
50.846855,-1.045654,1
50.868319,-1.025889,1
50.905059,-1.01996,1
50.789104,-0.677951,1
50.836383,-0.818186,1
50.79236,-1.0019,1
50.791479,-0.671641,1
50.819661,-1.21324,1
50.657683,-1.156771,1
50.728355,-0.79764,1
50.793533,-0.651619,1
50.780895,-0.686849,1
50.78419,-1.06191,1
50.720347,-1.168513,1
50.708246,-1.210408,1
50.626273,-1.182756,1
50.627039,-1.186415,1
50.681953,-1.541435,1
50.823354,-0.790224,1
50.783996,-1.144189,1
50.8362,-0.644923,1
50.834102,-0.643166,1
50.844853,-1.064898,1
50.887634,-1.025642,1
50.795099,-0.623948,1
50.784448,-0.693303,1
50.787949,-0.653184,1
50.730678,-1.152939,1
50.843672,-0.912063,1
50.848149,-0.951264,1
50.850407,-1.150432,1
50.780986,-1.131151,1
50.793325,-0.970936,1
50.784574,-1.073917,1
50.868149,-1.254405,1
50.797872,-0.990134,1
50.835647,-0.813035,1
50.8318,-0.884308,1
50.844249,-1.184746,1
50.636047,-1.174395,1
50.688645,-1.080806,1
50.72734,-1.169239,1
50.853354,-1.016014,1
50.84255,-0.871525,1
50.711829,-1.255737,1
50.846775,-1.035954,1
50.763857,-1.313685,1
50.754195,-1.280243,1
50.792616,-1.142428,1
50.789541,-0.975304,1
50.804423,-1.150968,1
50.724337,-1.169335,1
50.698744,-1.305177,1
50.780534,-0.686717,1
50.635112,-1.171135,1
50.786119,-1.084001,1
50.786664,-0.693582,1
50.78387,-1.146687,1
50.789384,-0.679631,1
50.86378,-1.185841,1
50.680756,-1.541296,1
50.786881,-1.156379,1
50.79243,-1.147966,1
50.791429,-1.048499,1
50.850509,-0.984238,1
50.874606,-1.03899,1
50.852583,-1.198708,1
50.688809,-1.294032,1
50.624841,-1.175553,1
50.781888,-0.684722,1
50.899062,-1.057272,1
50.790296,-1.144982,1
50.864115,-1.190041,1
50.908613,-0.992776,1
50.754918,-1.282259,1
50.722543,-1.148782,1
50.786284,-0.695806,1
50.837247,-0.768647,1
50.825229,-0.784633,1
50.657683,-1.156771,1
50.765721,-1.312594,1
50.783382,-0.669813,1
50.911255,-1.001993,1
50.887666,-1.028485,1
50.788327,-1.142563,1
50.78851,-1.144234,1
50.851952,-0.976466,1
50.78446,-1.087977,1
50.725659,-1.222451,1
50.834927,-0.821778,1
50.736625,-1.217749,1
50.723769,-0.788837,1
50.721575,-1.16036,1
50.781019,-0.690675,1
50.59674,-1.203016,1
50.852128,-1.006181,1
50.784574,-1.073917,1
50.799146,-1.05443,1
50.826517,-1.069581,1
50.784574,-1.073917,1
50.784644,-0.688304,1
50.597728,-1.20023,1
50.78933,-0.975805,1
50.788798,-0.988003,1
50.786748,-1.086429,1
50.788813,-0.684797,1
50.788636,-0.689094,1
50.788636,-0.689094,1
50.790408,-0.670749,1
50.894304,-1.027508,1
50.836063,-0.786146,1
50.712509,-1.279937,1
50.706584,-1.280098,1
50.786907,-0.969247,1
50.784106,-1.076168,1
50.852318,-0.775354,1
50.682654,-1.539154,1
50.86443,-1.188828,1
50.785496,-0.677726,1
50.816002,-1.179375,1
50.784302,-1.065737,1
50.862758,-1.204529,1
50.781649,-0.939489,1
50.781649,-0.939489,1
50.862939,-1.243957,1
50.895246,-1.021872,1
50.78637,-0.974931,1
50.821513,-1.190806,1
50.847323,-1.190999,1
50.903892,-1.012731,1
50.86378,-1.185841,1
50.77497,-0.8625,1
50.846855,-1.045654,1
50.882486,-1.029474,1
50.865624,-1.033803,1
50.904491,-1.073745,1
50.849435,-0.948224,1
50.852039,-0.986351,1
50.854166,-0.967481,1
50.861637,-1.005581,1
50.859763,-0.937719,1
50.858115,-0.936492,1
50.848056,-0.979319,1
50.926798,-0.998044,1
50.793213,-0.59923,1
50.793863,-1.053614,1
50.784155,-1.07889,1
50.783382,-0.669813,1
50.779999,-0.697513,1
50.791479,-0.671641,1
50.790723,-0.64191,1
50.594694,-1.208998,1
50.799524,-1.132993,1
50.783537,-1.090733,1
50.653744,-1.160378,1
50.679149,-1.54418,1
50.782298,-1.081835,1
50.734928,-0.789584,1
50.849562,-1.225337,1
50.853125,-1.244854,1
50.867329,-1.227729,1
50.787933,-0.681701,1
50.846829,-0.90824,1
50.873677,-1.000095,1
50.787055,-0.98509,1
50.725386,-0.793839,1
50.903318,-1.017266,1
50.888493,-0.953529,1
50.790984,-1.149325,1
50.856743,-0.96903,1
50.756579,-1.274606,1
50.780536,-0.686051,1
50.780517,-0.686881,1
54.950688,-1.620212,4
55.004633,-1.452557,4
55.005894,-1.688404,4
55.005894,-1.688404,4
54.970424,-1.521208,4
55.124788,-1.50547,4
55.006891,-1.651967,4
54.928901,-1.565176,4
54.964018,-1.639793,4
54.962396,-1.715135,4
55.048898,-1.45042,4
55.306771,-1.913915,4
55.026795,-1.629676,4
54.963538,-2.040414,4
55.043106,-1.439545,4
54.953757,-1.577758,4
54.988059,-1.533813,4
54.964629,-1.792931,4
54.951036,-1.633839,4
54.973129,-1.579664,4
54.985606,-1.710736,4
54.970344,-2.152037,4
55.03973,-1.486989,4
55.047927,-1.635317,4
55.239078,-1.605848,4
54.966623,-1.501276,4
55.089885,-1.615306,4
55.012956,-1.595667,4
55.064477,-1.501986,4
54.901313,-2.249192,4
54.976302,-1.490501,4
55.042449,-1.441228,4
54.996932,-1.423572,4
55.040956,-1.437102,4
55.042393,-1.442622,4
55.014418,-1.644379,4
54.995621,-1.501151,4
55.171692,-1.677707,4
55.128609,-1.547421,4
54.969374,-1.555364,4
55.407499,-1.694004,4
54.971115,-1.572138,4
54.946236,-1.535951,4
55.007398,-1.605323,4
54.973704,-1.526212,4
55.046803,-1.637317,4
54.996065,-1.545942,4
54.946803,-1.685083,4
55.041764,-1.436888,4
55.001772,-1.659312,4
54.94886,-1.570362,4
54.952479,-1.603909,4
54.954789,-1.588022,4
55.187373,-1.505637,4
54.972541,-1.643266,4
55.050001,-1.747085,4
54.971115,-1.572138,4
54.989213,-1.539722,4
54.99211,-1.751167,4
55.080326,-1.585324,4
54.938754,-1.592244,4
54.998438,-1.420799,4
54.985912,-1.43045,4
54.996681,-1.542558,4
54.9431,-1.674575,4
55.015815,-1.596201,4
55.003668,-1.599996,4
55.125873,-1.513815,4
54.971208,-1.428468,4
55.010046,-1.638946,4
54.954066,-1.679948,4
55.045152,-1.443192,4
55.0271,-1.617722,4
55.356944,-2.089954,4
55.285076,-1.600182,4
55.012678,-1.445114,4
55.020362,-1.56758,4
54.986222,-1.609578,4
54.988945,-1.422061,4
55.078855,-1.55525,4
55.078855,-1.55525,4
55.180204,-1.551626,4
54.948764,-1.622493,4
54.980532,-1.399276,4
55.008581,-1.461463,4
54.964406,-1.714477,4
55.050611,-1.743683,4
54.970379,-1.644488,4
54.902274,-1.517307,4
54.973158,-1.668269,4
55.185625,-1.51458,4
54.918353,-1.536506,4
55.12591,-1.502775,4
54.957587,-1.608013,4
55.026429,-1.557739,4
55.165127,-1.579956,4
55.00591,-1.521192,4
55.037582,-1.436039,4
54.988904,-1.706774,4
55.127115,-1.516419,4
55.007563,-1.60124,4
54.996698,-1.628797,4
54.991832,-1.657958,4
54.935709,-1.58213,4
54.998218,-1.45699,4
54.960685,-1.848376,4
54.951499,-1.592927,4
54.995158,-1.515894,4
54.955159,-1.639423,4
54.998829,-1.694055,4
54.985687,-1.602411,4
55.16787,-1.68154,4
55.17225,-1.690155,4
54.948462,-1.598531,4
55.138264,-1.573492,4
55.028064,-1.56487,4
54.980288,-1.711446,4
55.131129,-1.520307,4
55.136737,-1.57616,4
54.978558,-1.668271,4
55.04518,-1.446887,4
55.043092,-1.440717,4
54.977736,-1.522964,4
54.961831,-1.708002,4
55.411249,-1.714018,4
54.987474,-1.422645,4
55.031953,-1.431518,4
54.97321,-1.620796,4
55.001759,-1.509876,4
54.961829,-1.852333,4
54.954825,-1.486447,4
54.97321,-1.620796,4
54.982803,-1.560797,4
55.134145,-1.582822,4
54.953147,-1.882489,4
54.903417,-1.822688,4
55.005894,-1.688404,4
55.407499,-1.694004,4
55.056573,-1.748735,4
55.02176,-1.563812,4
54.97321,-1.620796,4
55.045573,-1.44444,4
54.969342,-2.105703,4
54.980376,-1.493712,4
54.949672,-1.456427,4
55.141287,-1.569444,4
55.150219,-1.603978,4
54.97321,-1.620796,4
55.012955,-1.452913,4
54.990083,-1.576361,4
54.993549,-1.604881,4
55.125997,-1.506506,4
54.978283,-1.685447,4
55.060829,-1.580891,4
54.974382,-1.541498,4
55.015081,-1.453947,4
54.988441,-1.431351,4
55.336937,-1.576643,4
55.041211,-1.475938,4
55.128779,-1.542495,4
55.131398,-1.523125,4
55.015081,-1.453947,4
54.970588,-2.086868,4
54.970588,-2.086868,4
55.161771,-1.560685,4
54.977207,-2.088829,4
55.410451,-1.710739,4
54.97321,-1.620796,4
54.929397,-1.784139,4
54.972553,-1.647546,4
54.97321,-1.620796,4
54.945115,-1.628241,4
53.708595,-0.886417,0
53.71825,-0.863522,0
53.585666,-0.190904,0
53.617099,-0.206826,0
53.684379,-0.860306,0
53.328457,-0.931761,0
53.54662,-1.145329,0
53.544494,-0.125013,0
53.559566,-0.11962,0
53.612839,-0.959349,0
53.552894,-0.484651,0
53.560438,-0.033532,0
53.371361,-0.961184,0
53.415997,-0.786373,0
53.352612,-1.004683,0
53.481607,-0.659243,0
53.50041,-1.158361,0
53.320286,-0.822869,0
53.516791,-1.112553,0
53.565388,-0.652336,0
53.578769,-0.739395,0
53.487841,-1.250862,0
53.529991,-1.120708,0
53.508558,-1.087767,0
53.317729,-0.937433,0
53.405861,-0.873007,0
53.513007,-0.090613,0
53.312106,-0.930788,0
53.31919,-0.951883,0
53.56157,-0.032921,0
53.40191,-0.766637,0
53.417674,-1.076142,0
53.482207,-1.18678,0
53.526641,-0.031137,0
53.590522,-1.025546,0
53.5586,-0.119905,0
53.503563,-1.06262,0
53.519219,-1.117824,0
53.70726,-0.884877,0
53.623099,-1.092361,0
53.524614,-0.052813,0
53.614583,-0.961468,0
53.502833,-1.152689,0
53.423946,-0.848122,0
53.656918,-0.604037,0
53.304342,-0.824943,0
53.607675,-0.960881,0
53.684855,-1.151978,0
53.593977,-1.031717,0
53.480669,-1.239836,0
53.509349,-1.153648,0
53.498076,-1.070143,0
53.349599,-0.904942,0
53.38346,-0.767468,0
53.589,-0.728232,0
53.690469,-1.02952,0
53.536483,-1.059645,0
53.328457,-0.931761,0
53.56157,-0.032921,0
53.603752,-0.661564,0
53.515913,-0.097511,0
53.47611,-1.077449,0
53.523473,-1.163214,0
53.537404,-0.039987,0
53.56374,-0.549036,0
53.708129,-0.880763,0
53.5585,-0.094831,0
53.533899,-0.533881,0
53.685039,-0.43145,0
53.568109,-0.644866,0
53.572357,-0.637436,0
53.519884,-1.171896,0
53.697854,-0.960287,0
53.570914,-0.655287,0
53.566464,-0.657678,0
53.509362,-1.087192,0
53.443554,-0.835725,0
53.328004,-0.926366,0
53.687973,-0.444007,0
53.685627,-0.448994,0
53.613411,-0.969342,0
53.534044,-0.025913,0
53.537755,-1.05672,0
53.707854,-0.881942,0
53.490811,-0.776521,0
53.321247,-0.829178,0
53.446832,-0.711126,0
53.616033,-0.960767,0
53.499362,-1.163661,0
53.614862,-0.96456,0
53.57545,-0.998779,0
53.702731,-0.866849,0
53.703254,-0.867062,0
53.492112,-1.248479,0
53.55933,-1.036735,0
53.687235,-1.151688,0
53.567058,-0.043615,0
53.489417,-0.877199,0
53.527217,-1.120919,0
53.613648,-0.966348,0
53.576321,-0.64856,0
53.632165,-1.171303,0
53.478046,-0.135057,0
53.590824,-0.662138,0
53.704639,-0.877629,0
53.61367,-0.218552,0
53.57683,-0.655416,0
53.513236,-1.157944,0
53.529478,-0.025944,0
53.481899,-1.228437,0
53.711835,-0.855362,0
53.684933,-0.444644,0
53.689928,-1.016998,0
53.597866,-1.025498,0
53.556341,-0.090806,0
53.487151,-1.184229,0
53.487151,-1.184229,0
53.478929,-0.834184,0
53.524614,-0.052813,0
53.389671,-0.756176,0
53.716179,-0.905481,0
53.527723,-1.120094,0
53.571141,-0.537501,0
53.706014,-1.150796,0
53.414821,-0.784737,0
53.497362,-0.665111,0
53.572162,-1.202377,0
53.485559,-1.213556,0
53.556866,-0.110274,0
53.26358,-0.93855,0
53.473955,-1.068426,0
53.505406,-1.077733,0
53.61367,-0.218552,0
53.565801,-0.105119,0
53.500633,-1.156879,0
53.69273,-1.024561,0
53.349599,-0.904942,0
53.556557,-0.515329,0
53.304151,-0.930837,0
53.30597,-0.932907,0
53.513507,-1.157197,0
53.587519,-0.193363,0
53.558734,-0.116411,0
53.561305,-0.617438,0
53.558241,-0.068028,0
53.709696,-0.870495,0
53.575679,-0.652991,0
53.50041,-1.158361,0
53.596221,-0.650721,0
53.56621,-0.639943,0
53.501399,-1.067208,0
53.488241,-0.535215,0
53.599831,-0.681605,0
50.787933,-0.681701,1
50.790408,-0.670749,1
50.817919,-1.236635,1
50.786352,-1.093005,1
50.794135,-1.149721,1
50.726897,-1.167618,1
50.593956,-1.212952,1
50.817128,-1.075034,1
50.917035,-1.003747,1
50.806664,-1.203524,1
50.842375,-1.121064,1
50.848063,-0.748086,1
50.810415,-1.079055,1
50.917807,-0.997371,1
50.861937,-1.25041,1
50.849049,-0.950307,1
50.827,-0.767492,1
